year,state,state_po,state_fips,state_cen,state_ic,office,candidate,party,writein,candidatevotes,totalvotes,version,notes
1984,Georgia,GA,13,58,44,US President,"Reagan, Ronald",republican,NO,1068722,1776103,20171015,
1984,Georgia,GA,13,58,44,US President,"Mondale, Walter",democrat,NO,706628,1776103,20171015,
1984,Georgia,GA,13,58,44,US President,Other,,NO,753,1776103,20171015,
1984,Hawaii,HI,15,95,82,US President,"Reagan, Ronald",republican,NO,185050,335846,20171015,
1984,Hawaii,HI,15,95,82,US President,"Mondale, Walter",democrat,NO,147154,335846,20171015,
1984,Hawaii,HI,15,95,82,US President,"Bergland, David",libertarian,NO,2167,335846,20171015,
1984,Hawaii,HI,15,95,82,US President,"Hall, Gus",communist party use,NO,821,335846,20171015,
1984,Hawaii,HI,15,95,82,US President,"Larouche, Lyndon, Jr.",independent,NO,654,335846,20171015,
1984,Idaho,ID,16,82,63,US President,"Reagan, Ronald",republican,NO,297523,411144,20171015,
1984,Idaho,ID,16,82,63,US President,"Mondale, Walter",democrat,NO,108510,411144,20171015,
1984,Idaho,ID,16,82,63,US President,"Bergland, David",libertarian,NO,2823,411144,20171015,
1984,Idaho,ID,16,82,63,US President,"Richards, Bob",populist,NO,2288,411144,20171015,
1984,Illinois,IL,17,33,21,US President,"Reagan, Ronald",republican,NO,2707103,4819088,20171015,
1984,Illinois,IL,17,33,21,US President,"Mondale, Walter",democrat,NO,2086499,4819088,20171015,
1984,Illinois,IL,17,33,21,US President,"Bergland, David",libertarian,NO,10086,4819088,20171015,
1984,Illinois,IL,17,33,21,US President,"Hall, Gus",communist party use,NO,4672,4819088,20171015,
1984,Illinois,IL,17,33,21,US President,"Johnson, Sonia",citizens,NO,2716,4819088,20171015,
1984,Illinois,IL,17,33,21,US President,"Winn, Edward",workers league,NO,2632,4819088,20171015,
1984,Illinois,IL,17,33,21,US President,"Serrette, Dennis",alliance,NO,2386,4819088,20171015,
1984,Illinois,IL,17,33,21,US President,"Mason, Melvin",socialist workers,NO,2132,4819088,20171015,
1984,Illinois,IL,17,33,21,US President,Other,,NO,862,4819088,20171015,
1984,Indiana,IN,18,32,22,US President,"Reagan, Ronald",republican,NO,1377230,2233069,20171015,
1984,Indiana,IN,18,32,22,US President,"Mondale, Walter",democrat,NO,841481,2233069,20171015,
1984,Indiana,IN,18,32,22,US President,"Dennis, Delmar",american,NO,7617,2233069,20171015,
1984,Indiana,IN,18,32,22,US President,"Bergland, David",libertarian,NO,6741,2233069,20171015,
1984,Iowa,IA,19,42,31,US President,"Reagan, Ronald",republican,NO,703088,1319805,20171015,
1984,Iowa,IA,19,42,31,US President,"Mondale, Walter",democrat,NO,605620,1319805,20171015,
1984,Iowa,IA,19,42,31,US President,"Larouche, Lyndon, Jr.",independent,NO,6248,1319805,20171015,
1984,Iowa,IA,19,42,31,US President,"Bergland, David",libertarian,NO,1844,1319805,20171015,
1984,Iowa,IA,19,42,31,US President,Other,,NO,1051,1319805,20171015,
1984,Iowa,IA,19,42,31,US President,"Baker, Gerald",big deal party,NO,892,1319805,20171015,
1984,Iowa,IA,19,42,31,US President,"Serrette, Dennis",alliance,NO,463,1319805,20171015,
1984,Iowa,IA,19,42,31,US President,"Mason, Melvin",socialist workers,NO,313,1319805,20171015,
1984,Iowa,IA,19,42,31,US President,"Hall, Gus",communist party use,NO,286,1319805,20171015,
1984,Kansas,KS,20,47,32,US President,"Reagan, Ronald",republican,NO,677296,1021991,20171015,
1984,Kansas,KS,20,47,32,US President,"Mondale, Walter",democrat,NO,333149,1021991,20171015,
1984,Kansas,KS,20,47,32,US President,"Richards, Bob",populist,NO,3564,1021991,20171015,
1984,Kansas,KS,20,47,32,US President,"Bergland, David",libertarian,NO,3329,1021991,20171015,
1984,Kansas,KS,20,47,32,US President,"Serrette, Dennis",alliance,NO,2544,1021991,20171015,
1984,Kansas,KS,20,47,32,US President,"Dodge, Earl",prohibition,NO,2109,1021991,20171015,
1984,Kentucky,KY,21,61,51,US President,"Reagan, Ronald",republican,NO,821702,1369345,20171015,
1984,Kentucky,KY,21,61,51,US President,"Mondale, Walter",democrat,NO,539539,1369345,20171015,
1984,Kentucky,KY,21,61,51,US President,"Mason, Melvin",socialist workers,NO,3129,1369345,20171015,
1984,Kentucky,KY,21,61,51,US President,"Larouche, Lyndon, Jr.",independent,NO,1776,1369345,20171015,
1984,Kentucky,KY,21,61,51,US President,"Anderson, John B.",national unity,NO,1479,1369345,20171015,
1984,Kentucky,KY,21,61,51,US President,"Johnson, Sonia",citizens,NO,599,1369345,20171015,
1984,Kentucky,KY,21,61,51,US President,"Dennis, Delmar",american,NO,428,1369345,20171015,
1984,Kentucky,KY,21,61,51,US President,"Serrette, Dennis",alliance,NO,365,1369345,20171015,
1984,Kentucky,KY,21,61,51,US President,"Hall, Gus",communist party use,NO,328,1369345,20171015,
1984,Louisiana,LA,22,72,45,US President,"Reagan, Ronald",republican,NO,1037299,1706822,20171015,
1984,Louisiana,LA,22,72,45,US President,"Mondale, Walter",democrat,NO,651586,1706822,20171015,
1984,Louisiana,LA,22,72,45,US President,"Johnson, Sonia",citizens,NO,9502,1706822,20171015,
1984,Louisiana,LA,22,72,45,US President,"Larouche, Lyndon, Jr.",independent,NO,3552,1706822,20171015,
1984,Louisiana,LA,22,72,45,US President,"Bergland, David",libertarian,NO,1876,1706822,20171015,
1984,Louisiana,LA,22,72,45,US President,"Richards, Bob",populist,NO,1310,1706822,20171015,
1984,Louisiana,LA,22,72,45,US President,"Mason, Melvin",socialist workers,NO,1164,1706822,20171015,
1984,Louisiana,LA,22,72,45,US President,"Serrette, Dennis",alliance,NO,533,1706822,20171015,
1984,Maine,ME,23,11,2,US President,"Reagan, Ronald",republican,NO,336500,553144,20171015,
1984,Maine,ME,23,11,2,US President,"Mondale, Walter",democrat,NO,214515,553144,20171015,
1984,Maine,ME,23,11,2,US President,"Hall, Gus",communist party use,NO,1292,553144,20171015,
1984,Maine,ME,23,11,2,US President,"Serrette, Dennis",alliance,NO,755,553144,20171015,
1984,Maine,ME,23,11,2,US President,Other,,NO,82,553144,20171015,
1984,Maryland,MD,24,52,52,US President,"Reagan, Ronald",republican,NO,879918,1675873,20171015,
1984,Maryland,MD,24,52,52,US President,"Mondale, Walter",democrat,NO,787935,1675873,20171015,
1984,Maryland,MD,24,52,52,US President,"Bergland, David",libertarian,NO,5721,1675873,20171015,
1984,Maryland,MD,24,52,52,US President,"Hall, Gus",communist party use,NO,898,1675873,20171015,
1984,Maryland,MD,24,52,52,US President,"Holmes, Larry",workers world,NO,745,1675873,20171015,
1984,Maryland,MD,24,52,52,US President,"Serrette, Dennis",alliance,NO,656,1675873,20171015,
1984,Massachusetts,MA,25,14,3,US President,"Reagan, Ronald",republican,NO,1310936,2559383,20171015,
1984,Massachusetts,MA,25,14,3,US President,"Mondale, Walter",democrat,NO,1239606,2559383,20171015,
1984,Massachusetts,MA,25,14,3,US President,"Serrette, Dennis",alliance,NO,7998,2559383,20171015,
1984,Massachusetts,MA,25,14,3,US President,Other,,NO,843,2559383,20171015,
1984,Michigan,MI,26,34,23,US President,"Reagan, Ronald",republican,NO,2251571,3801658,20171015,
1984,Michigan,MI,26,34,23,US President,"Mondale, Walter",democrat,NO,1529638,3801658,20171015,
1984,Michigan,MI,26,34,23,US President,"Bergland, David",libertarian,NO,10055,3801658,20171015,
1984,Michigan,MI,26,34,23,US President,"Larouche, Lyndon, Jr.",independent,NO,3862,3801658,20171015,
1984,Michigan,MI,26,34,23,US President,"Holmes, Larry",workers world,NO,1416,3801658,20171015,
1984,Michigan,MI,26,34,23,US President,"Johnson, Sonia",citizens,NO,1191,3801658,20171015,
1984,Michigan,MI,26,34,23,US President,"Mason, Melvin",socialist workers,NO,1049,3801658,20171015,
1984,Michigan,MI,26,34,23,US President,"Hall, Gus",communist party use,NO,1048,3801658,20171015,
1984,Michigan,MI,26,34,23,US President,"Serrette, Dennis",alliance,NO,665,3801658,20171015,
1984,Michigan,MI,26,34,23,US President,Other,,NO,602,3801658,20171015,
1984,Michigan,MI,26,34,23,US President,"Winn, Edward",workers league,NO,561,3801658,20171015,
1984,Minnesota,MN,27,41,33,US President,"Mondale, Walter",democrat,NO,1036364,2084449,20171015,
1984,Minnesota,MN,27,41,33,US President,"Reagan, Ronald",republican,NO,1032603,2084449,20171015,
1984,Minnesota,MN,27,41,33,US President,"Larouche, Lyndon, Jr.",independent,NO,3865,2084449,20171015,
1984,Minnesota,MN,27,41,33,US President,"Mason, Melvin",socialist workers,NO,3180,2084449,20171015,
1984,Minnesota,MN,27,41,33,US President,"Bergland, David",libertarian,NO,2996,2084449,20171015,
1984,Minnesota,MN,27,41,33,US President,"Richards, Bob",populist,NO,2377,2084449,20171015,
1984,Minnesota,MN,27,41,33,US President,"Johnson, Sonia",citizens,NO,1219,2084449,20171015,
1984,Minnesota,MN,27,41,33,US President,Other,,NO,723,2084449,20171015,
1984,Minnesota,MN,27,41,33,US President,"Hall, Gus",communist party use,NO,630,2084449,20171015,
1984,Minnesota,MN,27,41,33,US President,"Winn, Edward",workers league,NO,260,2084449,20171015,
1984,Minnesota,MN,27,41,33,US President,"Serrette, Dennis",alliance,NO,232,2084449,20171015,
1984,Mississippi,MS,28,64,46,US President,"Reagan, Ronald",republican,NO,582377,941104,20171015,
1984,Mississippi,MS,28,64,46,US President,"Mondale, Walter",democrat,NO,352192,941104,20171015,
1984,Mississippi,MS,28,64,46,US President,"Bergland, David",libertarian,NO,2336,941104,20171015,
1984,Mississippi,MS,28,64,46,US President,"Holmes, Larry",workers world,NO,1169,941104,20171015,
1984,Mississippi,MS,28,64,46,US President,"Mason, Melvin",socialist workers,NO,1032,941104,20171015,
1984,Mississippi,MS,28,64,46,US President,"Larouche, Lyndon, Jr.",independent,NO,1001,941104,20171015,
1984,Mississippi,MS,28,64,46,US President,"Richards, Bob",populist,NO,641,941104,20171015,
1984,Mississippi,MS,28,64,46,US President,"Serrette, Dennis",alliance,NO,356,941104,20171015,
1984,Missouri,MO,29,43,34,US President,"Reagan, Ronald",republican,NO,1274188,2122771,20171015,
1984,Missouri,MO,29,43,34,US President,"Mondale, Walter",democrat,NO,848583,2122771,20171015,
1984,Montana,MT,30,81,64,US President,"Reagan, Ronald",republican,NO,232450,384377,20171015,
1984,Montana,MT,30,81,64,US President,"Mondale, Walter",democrat,NO,146742,384377,20171015,
1984,Montana,MT,30,81,64,US President,"Bergland, David",libertarian,NO,5185,384377,20171015,
1984,Nebraska,NE,31,46,35,US President,"Reagan, Ronald",republican,NO,460054,652090,20171015,
1984,Nebraska,NE,31,46,35,US President,"Mondale, Walter",democrat,NO,187866,652090,20171015,
1984,Nebraska,NE,31,46,35,US President,"Bergland, David",libertarian,NO,2079,652090,20171015,
1984,Nebraska,NE,31,46,35,US President,"Mason, Melvin",socialist workers,NO,1066,652090,20171015,
1984,Nebraska,NE,31,46,35,US President,"Serrette, Dennis",alliance,NO,1025,652090,20171015,
1984,Nevada,NV,32,88,65,US President,"Reagan, Ronald",republican,NO,188770,282717,20171015,
1984,Nevada,NV,32,88,65,US President,"Mondale, Walter",democrat,NO,91655,282717,20171015,
1984,Nevada,NV,32,88,65,US President,"Bergland, David",libertarian,NO,2292,282717,20171015,
1984,New Hampshire,NH,33,12,4,US President,"Reagan, Ronald",republican,NO,267050,388904,20171015,
1984,New Hampshire,NH,33,12,4,US President,"Mondale, Walter",democrat,NO,120347,388904,20171015,
1984,New Hampshire,NH,33,12,4,US President,"Bergland, David",libertarian,NO,735,388904,20171015,
1984,New Hampshire,NH,33,12,4,US President,"Larouche, Lyndon, Jr.",independent,NO,467,388904,20171015,
1984,New Hampshire,NH,33,12,4,US President,"Serrette, Dennis",alliance,NO,305,388904,20171015,
1984,New Jersey,NJ,34,22,12,US President,"Reagan, Ronald",republican,NO,1933630,3217862,20171015,
1984,New Jersey,NJ,34,22,12,US President,"Mondale, Walter",democrat,NO,1261323,3217862,20171015,
1984,New Jersey,NJ,34,22,12,US President,"Holmes, Larry",workers world,NO,8404,3217862,20171015,
1984,New Jersey,NJ,34,22,12,US President,"Bergland, David",libertarian,NO,6416,3217862,20171015,
1984,New Jersey,NJ,34,22,12,US President,"Serrette, Dennis",alliance,NO,2293,3217862,20171015,
1984,New Jersey,NJ,34,22,12,US President,"Winn, Edward",workers league,NO,1721,3217862,20171015,
1984,New Jersey,NJ,34,22,12,US President,"Hall, Gus",communist party use,NO,1564,3217862,20171015,
1984,New Jersey,NJ,34,22,12,US President,"Mason, Melvin",socialist workers,NO,1264,3217862,20171015,
1984,New Jersey,NJ,34,22,12,US President,"Johnson, Sonia",citizens,NO,1247,3217862,20171015,
1984,New Mexico,NM,35,85,66,US President,"Reagan, Ronald",republican,NO,307101,514370,20171015,
1984,New Mexico,NM,35,85,66,US President,"Mondale, Walter",democrat,NO,201769,514370,20171015,
1984,New Mexico,NM,35,85,66,US President,"Bergland, David",libertarian,NO,4459,514370,20171015,
1984,New Mexico,NM,35,85,66,US President,"Johnson, Sonia",citizens,NO,455,514370,20171015,
1984,New Mexico,NM,35,85,66,US President,"Mason, Melvin",socialist workers,NO,224,514370,20171015,
1984,New Mexico,NM,35,85,66,US President,"Dodge, Earl",prohibition,NO,206,514370,20171015,
1984,New Mexico,NM,35,85,66,US President,"Serrette, Dennis",alliance,NO,155,514370,20171015,
1984,New Mexico,NM,35,85,66,US President,Other,,NO,1,514370,20171015,
1984,New York,NY,36,21,13,US President,"Reagan, Ronald",republican,NO,3376519,6806810,20171015,
1984,New York,NY,36,21,13,US President,"Mondale, Walter",democrat,NO,3001285,6806810,20171015,
1984,New York,NY,36,21,13,US President,"Reagan, Ronald",conservative,NO,288244,6806810,20171015,
1984,New York,NY,36,21,13,US President,"Mondale, Walter",liberal party,NO,118324,6806810,20171015,
1984,New York,NY,36,21,13,US President,"Bergland, David",libertarian,NO,11949,6806810,20171015,
1984,New York,NY,36,21,13,US President,"Hall, Gus",communist party use,NO,4226,6806810,20171015,
1984,New York,NY,36,21,13,US President,"Serrette, Dennis",alliance,NO,3200,6806810,20171015,
1984,New York,NY,36,21,13,US President,"Holmes, Larry",workers world,NO,2226,6806810,20171015,
1984,New York,NY,36,21,13,US President,Other,,NO,837,6806810,20171015,
1984,North Carolina,NC,37,56,47,US President,"Reagan, Ronald",republican,NO,1346481,2175361,20171015,
1984,North Carolina,NC,37,56,47,US President,"Mondale, Walter",democrat,NO,824287,2175361,20171015,
1984,North Carolina,NC,37,56,47,US President,"Bergland, David",libertarian,NO,3794,2175361,20171015,
1984,North Carolina,NC,37,56,47,US President,"Mason, Melvin",socialist workers,NO,799,2175361,20171015,
1984,North Dakota,ND,38,44,36,US President,"Reagan, Ronald",republican,NO,200336,308971,20171015,
1984,North Dakota,ND,38,44,36,US President,"Mondale, Walter",democrat,NO,104429,308971,20171015,
1984,North Dakota,ND,38,44,36,US President,"Larouche, Lyndon, Jr.",independent,NO,1278,308971,20171015,
1984,North Dakota,ND,38,44,36,US President,"Richards, Bob",populist,NO,1077,308971,20171015,
1984,North Dakota,ND,38,44,36,US President,"Bergland, David",libertarian,NO,703,308971,20171015,
1984,North Dakota,ND,38,44,36,US President,"Johnson, Sonia",citizens,NO,368,308971,20171015,
1984,North Dakota,ND,38,44,36,US President,"Mason, Melvin",socialist workers,NO,239,308971,20171015,
1984,North Dakota,ND,38,44,36,US President,"Dodge, Earl",prohibition,NO,220,308971,20171015,
1984,North Dakota,ND,38,44,36,US President,"Hall, Gus",communist party use,NO,169,308971,20171015,
1984,North Dakota,ND,38,44,36,US President,"Serrette, Dennis",alliance,NO,152,308971,20171015,
1984,Ohio,OH,39,31,24,US President,"Reagan, Ronald",republican,NO,2678559,4563235,20171015,
1984,Ohio,OH,39,31,24,US President,"Mondale, Walter",democrat,NO,1825440,4563235,20171015,
1984,Ohio,OH,39,31,24,US President,"Serrette, Dennis",alliance,NO,24180,4563235,20171015,
1984,Ohio,OH,39,31,24,US President,"Larouche, Lyndon, Jr.",independent,NO,10693,4563235,20171015,
1984,Ohio,OH,39,31,24,US President,"Winn, Edward",workers league,NO,7130,4563235,20171015,
1984,Ohio,OH,39,31,24,US President,"Bergland, David",libertarian,NO,5886,4563235,20171015,
1984,Ohio,OH,39,31,24,US President,"Hall, Gus",communist party use,NO,4438,4563235,20171015,
1984,Ohio,OH,39,31,24,US President,"Mason, Melvin",socialist workers,NO,4344,4563235,20171015,
1984,Ohio,OH,39,31,24,US President,"Holmes, Larry",workers world,NO,2565,4563235,20171015,
1984,Oklahoma,OK,40,73,53,US President,"Reagan, Ronald",republican,NO,861530,1255676,20171015,
1984,Oklahoma,OK,40,73,53,US President,"Mondale, Walter",democrat,NO,385080,1255676,20171015,
1984,Oklahoma,OK,40,73,53,US President,"Bergland, David",libertarian,NO,9066,1255676,20171015,
1984,Oregon,OR,41,92,72,US President,"Reagan, Ronald",republican,NO,685700,1226527,20171015,
1984,Oregon,OR,41,92,72,US President,"Mondale, Walter",democrat,NO,536479,1226527,20171015,
1984,Oregon,OR,41,92,72,US President,Other,,NO,4348,1226527,20171015,
1984,Pennsylvania,PA,42,23,14,US President,"Reagan, Ronald",republican,NO,2584323,4844903,20171015,
1984,Pennsylvania,PA,42,23,14,US President,"Mondale, Walter",democrat,NO,2228131,4844903,20171015,
1984,Pennsylvania,PA,42,23,14,US President,"Johnson, Sonia",citizens,NO,21628,4844903,20171015,
1984,Pennsylvania,PA,42,23,14,US President,"Bergland, David",libertarian,NO,6982,4844903,20171015,
1984,Pennsylvania,PA,42,23,14,US President,"Winn, Edward",workers league,NO,2059,4844903,20171015,
1984,Pennsylvania,PA,42,23,14,US President,"Hall, Gus",communist party use,NO,1780,4844903,20171015,
1984,Rhode Island,RI,44,15,5,US President,"Reagan, Ronald",republican,NO,212080,410489,20171015,
1984,Rhode Island,RI,44,15,5,US President,"Mondale, Walter",democrat,NO,197106,410489,20171015,
1984,Rhode Island,RI,44,15,5,US President,"Richards, Bob",populist,NO,510,410489,20171015,
1984,Rhode Island,RI,44,15,5,US President,"Bergland, David",libertarian,NO,277,410489,20171015,
1984,Rhode Island,RI,44,15,5,US President,"Johnson, Sonia",citizens,NO,240,410489,20171015,
1984,Rhode Island,RI,44,15,5,US President,"Holmes, Larry",workers world,NO,91,410489,20171015,
1984,Rhode Island,RI,44,15,5,US President,"Hall, Gus",communist party use,NO,75,410489,20171015,
1984,Rhode Island,RI,44,15,5,US President,"Mason, Melvin",socialist workers,NO,61,410489,20171015,
1984,Rhode Island,RI,44,15,5,US President,"Serrette, Dennis",alliance,NO,49,410489,20171015,
1984,South Carolina,SC,45,57,48,US President,"Reagan, Ronald",republican,NO,615539,968529,20171015,
1984,South Carolina,SC,45,57,48,US President,"Mondale, Walter",democrat,NO,344459,968529,20171015,
1984,South Carolina,SC,45,57,48,US President,"Bergland, David",libertarian,NO,4359,968529,20171015,
1984,South Carolina,SC,45,57,48,US President,"Dennis, Delmar",american,NO,3490,968529,20171015,
1984,South Carolina,SC,45,57,48,US President,"Serrette, Dennis",alliance,NO,682,968529,20171015,
1984,South Dakota,SD,46,45,37,US President,"Reagan, Ronald",republican,NO,200267,317867,20171015,
1984,South Dakota,SD,46,45,37,US President,"Mondale, Walter",democrat,NO,116113,317867,20171015,
1984,South Dakota,SD,46,45,37,US President,"Serrette, Dennis",alliance,NO,1150,317867,20171015,
1984,South Dakota,SD,46,45,37,US President,"Mason, Melvin",socialist workers,NO,337,317867,20171015,
1984,Tennessee,TN,47,62,54,US President,"Reagan, Ronald",republican,NO,990212,1711993,20171015,
1984,Tennessee,TN,47,62,54,US President,"Mondale, Walter",democrat,NO,711714,1711993,20171015,
1984,Tennessee,TN,47,62,54,US President,"Bergland, David",libertarian,NO,3072,1711993,20171015,
1984,Tennessee,TN,47,62,54,US President,"Larouche, Lyndon, Jr.",independent,NO,1852,1711993,20171015,
1984,Tennessee,TN,47,62,54,US President,"Richards, Bob",populist,NO,1763,1711993,20171015,
1984,Tennessee,TN,47,62,54,US President,"Hall, Gus",communist party use,NO,1036,1711993,20171015,
1984,Tennessee,TN,47,62,54,US President,"Johnson, Sonia",citizens,NO,978,1711993,20171015,
1984,Tennessee,TN,47,62,54,US President,"Mason, Melvin",socialist workers,NO,715,1711993,20171015,
1984,Tennessee,TN,47,62,54,US President,"Serrette, Dennis",alliance,NO,524,1711993,20171015,
1984,Tennessee,TN,47,62,54,US President,Other,,NO,127,1711993,20171015,
1984,Texas,TX,48,74,49,US President,"Reagan, Ronald",republican,NO,3433428,5397571,20171015,
1984,Texas,TX,48,74,49,US President,"Mondale, Walter",democrat,NO,1949276,5397571,20171015,
1984,Texas,TX,48,74,49,US President,"Larouche, Lyndon, Jr.",independent,NO,14613,5397571,20171015,
1984,Texas,TX,48,74,49,US President,Other,,NO,254,5397571,20171015,
1984,Utah,UT,49,87,67,US President,"Reagan, Ronald",republican,NO,469105,629656,20171015,
1984,Utah,UT,49,87,67,US President,"Mondale, Walter",democrat,NO,155369,629656,20171015,
1984,Utah,UT,49,87,67,US President,"Bergland, David",libertarian,NO,2447,629656,20171015,
1984,Utah,UT,49,87,67,US President,"Dennis, Delmar",american,NO,1345,629656,20171015,
1984,Utah,UT,49,87,67,US President,"Johnson, Sonia",citizens,NO,844,629656,20171015,
1984,Utah,UT,49,87,67,US President,"Serrette, Dennis",alliance,NO,220,629656,20171015,
1984,Utah,UT,49,87,67,US President,"Hall, Gus",communist party use,NO,184,629656,20171015,
1984,Utah,UT,49,87,67,US President,"Mason, Melvin",socialist workers,NO,142,629656,20171015,
1984,Vermont,VT,50,13,6,US President,"Reagan, Ronald",republican,NO,135865,234561,20171015,
1984,Vermont,VT,50,13,6,US President,"Mondale, Walter",democrat,NO,95730,234561,20171015,
1984,Vermont,VT,50,13,6,US President,"Bergland, David",libertarian,NO,1002,234561,20171015,
1984,Vermont,VT,50,13,6,US President,Other,,NO,712,234561,20171015,
1984,Vermont,VT,50,13,6,US President,"Larouche, Lyndon, Jr.",independent,NO,423,234561,20171015,
1984,Vermont,VT,50,13,6,US President,"Serrette, Dennis",alliance,NO,323,234561,20171015,
1984,Vermont,VT,50,13,6,US President,"Johnson, Sonia",citizens,NO,264,234561,20171015,
1984,Vermont,VT,50,13,6,US President,"Mason, Melvin",socialist workers,NO,127,234561,20171015,
1984,Vermont,VT,50,13,6,US President,"Hall, Gus",communist party use,NO,115,234561,20171015,
1984,Virginia,VA,51,54,40,US President,"Reagan, Ronald",republican,NO,1337078,2146635,20171015,
1984,Virginia,VA,51,54,40,US President,"Mondale, Walter",democrat,NO,796250,2146635,20171015,
1984,Virginia,VA,51,54,40,US President,"Larouche, Lyndon, Jr.",independent,NO,13307,2146635,20171015,
1984,Washington,WA,53,91,73,US President,"Reagan, Ronald",republican,NO,1051670,1874910,20171015,
1984,Washington,WA,53,91,73,US President,"Mondale, Walter",democrat,NO,798352,1874910,20171015,
1984,Washington,WA,53,91,73,US President,"Bergland, David",libertarian,NO,8844,1874910,20171015,
1984,Washington,WA,53,91,73,US President,"Richards, Bob",populist,NO,5724,1874910,20171015,
1984,Washington,WA,53,91,73,US President,"Larouche, Lyndon, Jr.",independent,NO,4712,1874910,20171015,
1984,Washington,WA,53,91,73,US President,"Johnson, Sonia",citizens,NO,1891,1874910,20171015,
1984,Washington,WA,53,91,73,US President,"Serrette, Dennis",alliance,NO,1654,1874910,20171015,
1984,Washington,WA,53,91,73,US President,"Hall, Gus",communist party use,NO,814,1874910,20171015,
1984,Washington,WA,53,91,73,US President,"Holmes, Larry",workers world,NO,641,1874910,20171015,
1984,Washington,WA,53,91,73,US President,"Mason, Melvin",socialist workers,NO,608,1874910,20171015,
1984,West Virginia,WV,54,55,56,US President,"Reagan, Ronald",republican,NO,405483,735742,20171015,
1984,West Virginia,WV,54,55,56,US President,"Mondale, Walter",democrat,NO,328125,735742,20171015,
1984,West Virginia,WV,54,55,56,US President,"Richards, Bob",populist,NO,996,735742,20171015,
1984,West Virginia,WV,54,55,56,US President,"Mason, Melvin",socialist workers,NO,645,735742,20171015,
1984,West Virginia,WV,54,55,56,US President,"Serrette, Dennis",alliance,NO,493,735742,20171015,
1984,Wisconsin,WI,55,35,25,US President,"Reagan, Ronald",republican,NO,1198584,2211689,20171015,
1984,Wisconsin,WI,55,35,25,US President,"Mondale, Walter",democrat,NO,995740,2211689,20171015,
1984,Wisconsin,WI,55,35,25,US President,"Bergland, David",libertarian,NO,4883,2211689,20171015,
1984,Wisconsin,WI,55,35,25,US President,"Richards, Bob",populist,NO,3864,2211689,20171015,
1984,Wisconsin,WI,55,35,25,US President,"Larouche, Lyndon, Jr.",independent,NO,3791,2211689,20171015,
1984,Wisconsin,WI,55,35,25,US President,"Johnson, Sonia",citizens,NO,1456,2211689,20171015,
1984,Wisconsin,WI,55,35,25,US President,"Serrette, Dennis",alliance,NO,1006,2211689,20171015,
1984,Wisconsin,WI,55,35,25,US President,Other,,NO,706,2211689,20171015,
1984,Wisconsin,WI,55,35,25,US President,"Holmes, Larry",workers world,NO,619,2211689,20171015,
1984,Wisconsin,WI,55,35,25,US President,"Hall, Gus",communist party use,NO,596,2211689,20171015,
1984,Wisconsin,WI,55,35,25,US President,"Mason, Melvin",socialist workers,NO,444,2211689,20171015,
1984,Wyoming,WY,56,83,68,US President,"Reagan, Ronald",republican,NO,133241,188968,20171015,
1984,Wyoming,WY,56,83,68,US President,"Mondale, Walter",democrat,NO,53370,188968,20171015,
1984,Wyoming,WY,56,83,68,US President,"Bergland, David",libertarian,NO,2357,188968,20171015,
1988,Alabama,AL,1,63,41,US President,"Bush, George H.W.",republican,NO,815576,1378476,20171015,
1988,Alabama,AL,1,63,41,US President,"Dukakis, Michael",democrat,NO,549506,1378476,20171015,
1988,Alabama,AL,1,63,41,US President,"Paul, Ronald """"Ron""""",libertarian,NO,8460,1378476,20171015,
1988,Alabama,AL,1,63,41,US President,"Winn, Edward",independent,NO,4428,1378476,20171015,
1988,Alabama,AL,1,63,41,US President,,,YES,506,1378476,20171015,
1988,Alaska,AK,2,94,81,US President,"Bush, George H.W.",republican,NO,119251,200116,20171015,
1988,Alaska,AK,2,94,81,US President,"Dukakis, Michael",democrat,NO,72584,200116,20171015,
1988,Alaska,AK,2,94,81,US President,"Paul, Ronald """"Ron""""",libertarian,NO,5484,200116,20171015,
1988,Alaska,AK,2,94,81,US President,"Fulani, Lenora",new alliance,NO,1024,200116,20171015,
1988,Alaska,AK,2,94,81,US President,,,YES,957,200116,20171015,
1988,Alaska,AK,2,94,81,US President,"Larouche, Lyndon, Jr.",national economic recovery,NO,816,200116,20171015,
1988,Arizona,AZ,4,86,61,US President,"Bush, George H.W.",republican,NO,702541,1171873,20171015,
1988,Arizona,AZ,4,86,61,US President,"Dukakis, Michael",democrat,NO,454029,1171873,20171015,
1988,Arizona,AZ,4,86,61,US President,"Paul, Ronald """"Ron""""",libertarian,NO,13351,1171873,20171015,
1988,Arizona,AZ,4,86,61,US President,"Fulani, Lenora",new alliance,NO,1662,1171873,20171015,
1988,Arizona,AZ,4,86,61,US President,,,YES,290,1171873,20171015,
1988,Arkansas,AR,5,71,42,US President,"Bush, George H.W.",republican,NO,466578,827738,20171015,
1988,Arkansas,AR,5,71,42,US President,"Dukakis, Michael",democrat,NO,349237,827738,20171015,
1988,Arkansas,AR,5,71,42,US President,"Dodge, Earl",populist,NO,5146,827738,20171015,
1988,Arkansas,AR,5,71,42,US President,"Paul, Ronald """"Ron""""",libertarian,NO,3297,827738,20171015,
1988,Arkansas,AR,5,71,42,US President,"Fulani, Lenora",new alliance,NO,2161,827738,20171015,
1988,Arkansas,AR,5,71,42,US President,"Dodge, Earl",prohibition,NO,1319,827738,20171015,
